-3.760368108749389648e+00,-1.238228917121887207e+00,1.019461181640625000e+03
-4.153831481933593750e+00,-7.894199490547180176e-01,1.019392883300781250e+03
-4.463231563568115234e+00,-5.985624194145202637e-01,1.019350708007812500e+03
-4.725213050842285156e+00,-8.805198669433593750e-01,1.019308532714843750e+03
-5.145454406738281250e+00,-1.922655940055847168e+00,1.019225769042968750e+03
-5.834189891815185547e+00,-4.015090942382812500e+00,1.019033874511718750e+03
-6.647112369537353516e+00,-6.934265613555908203e+00,1.018648376464843750e+03
-7.205329895019531250e+00,-9.783210754394531250e+00,1.018030151367187500e+03
-7.249458789825439453e+00,-1.162794399261474609e+01,1.017223144531250000e+03
-6.869021415710449219e+00,-1.216084098815917969e+01,1.016325439453125000e+03
-6.285216331481933594e+00,-1.165627193450927734e+01,1.015429199218750000e+03
-5.554353237152099609e+00,-1.047307014465332031e+01,1.014595397949218750e+03
-4.572035312652587891e+00,-8.792156219482421875e+00,1.013865417480468750e+03
-3.378832101821899414e+00,-6.748775482177734375e+00,1.013274841308593750e+03
-2.244072914123535156e+00,-4.586570262908935547e+00,1.012845886230468750e+03
-1.465352416038513184e+00,-2.603916883468627930e+00,1.012578002929687500e+03
-1.140292644500732422e+00,-9.952728748321533203e-01,1.012448059082031250e+03
-1.142086505889892578e+00,1.995687484741210938e-01,1.012425109863281250e+03
-1.263843774795532227e+00,1.008323311805725098e+00,1.012478881835937500e+03
-1.332808375358581543e+00,1.487676978111267090e+00,1.012581665039062500e+03
-1.272766947746276855e+00,1.696503758430480957e+00,1.012711059570312500e+03
-1.075585365295410156e+00,1.694685935974121094e+00,1.012847778320312500e+03
-7.798510193824768066e-01,1.531960368156433105e+00,1.012978210449218750e+03
-4.321728050708770752e-01,1.242448925971984863e+00,1.013090454101562500e+03
-1.179419308900833130e-01,8.645257949829101562e-01,1.013175964355468750e+03
9.118864685297012329e-02,3.970505595207214355e-01,1.013228698730468750e+03
1.339048147201538086e-01,-2.349008023738861084e-01,1.013239746093750000e+03
-2.372686751186847687e-02,-1.155084133148193359e+00,1.013190795898437500e+03
-3.277641236782073975e-01,-2.430104494094848633e+00,1.013052551269531250e+03
-6.770817637443542480e-01,-3.990039348602294922e+00,1.012795288085937500e+03
-9.953275322914123535e-01,-5.618244647979736328e+00,1.012400451660156250e+03
-1.317780971527099609e+00,-7.008282661437988281e+00,1.011873352050781250e+03
-1.805378437042236328e+00,-7.840405464172363281e+00,1.011245849609375000e+03
-2.671054124832153320e+00,-7.874186515808105469e+00,1.010576660156250000e+03
-4.043389320373535156e+00,-7.062926769256591797e+00,1.009938659667968750e+03
-5.857328891754150391e+00,-5.679203510284423828e+00,1.009399841308593750e+03
-7.886028289794921875e+00,-4.296576023101806641e+00,1.008989013671875000e+03
-9.967914581298828125e+00,-3.600571870803833008e+00,1.008678894042968750e+03
-1.207662105560302734e+01,-4.158633232116699219e+00,1.008382812500000000e+03
-1.416057205200195312e+01,-6.054100036621093750e+00,1.007976440429687500e+03
-1.601803588867187500e+01,-8.719285964965820312e+00,1.007356933593750000e+03
-1.743248367309570312e+01,-1.128321170806884766e+01,1.006494384765625000e+03
-1.839860534667968750e+01,-1.312630653381347656e+01,1.005433349609375000e+03
-1.908358001708984375e+01,-1.407835483551025391e+01,1.004250122070312500e+03
-1.963798713684082031e+01,-1.432526111602783203e+01,1.003019592285156250e+03
-2.006092262268066406e+01,-1.430798435211181641e+01,1.001787414550781250e+03
-2.024437904357910156e+01,-1.446905040740966797e+01,1.000553466796875000e+03
-2.005875968933105469e+01,-1.487695217132568359e+01,9.992872924804687500e+02
-1.939065933227539062e+01,-1.512432098388671875e+01,9.979766845703125000e+02
-1.821832466125488281e+01,-1.465246677398681641e+01,9.966616210937500000e+02
-1.667009544372558594e+01,-1.325878429412841797e+01,9.954273071289062500e+02
-1.498409557342529297e+01,-1.133720111846923828e+01,9.943498535156250000e+02
-1.338175487518310547e+01,-9.541360855102539062e+00,9.934465942382812500e+02
-1.197667312622070312e+01,-8.332612991333007812e+00,9.926796875000000000e+02
-1.075939559936523438e+01,-7.793934345245361328e+00,9.919853515625000000e+02
-9.654381752014160156e+00,-7.751394748687744141e+00,9.913105468750000000e+02
-8.613336563110351562e+00,-7.995798110961914062e+00,9.906214599609375000e+02
-7.653660774230957031e+00,-8.371299743652343750e+00,9.899014892578125000e+02
-6.839322566986083984e+00,-8.757593154907226562e+00,9.891441040039062500e+02
-6.216423988342285156e+00,-9.040221214294433594e+00,9.883538818359375000e+02
-5.804406642913818359e+00,-9.143852233886718750e+00,9.875445556640625000e+02
-5.581774711608886719e+00,-9.072234153747558594e+00,9.867341308593750000e+02
-5.505571365356445312e+00,-8.925276756286621094e+00,9.859357910156250000e+02
-5.532411575317382812e+00,-8.853301048278808594e+00,9.851499023437500000e+02
-5.618435859680175781e+00,-8.979335784912109375e+00,9.843629760742187500e+02
-5.696636199951171875e+00,-9.282378196716308594e+00,9.835534667968750000e+02
-5.678587436676025391e+00,-9.509799957275390625e+00,9.827115478515625000e+02
-5.470557689666748047e+00,-9.238912582397460938e+00,9.818605957031250000e+02
-4.997395992279052734e+00,-8.050712585449218750e+00,9.810661010742187500e+02
-4.238044738769531250e+00,-5.730178833007812500e+00,9.804262084960937500e+02
-3.272319316864013672e+00,-2.365985870361328125e+00,9.800448608398437500e+02
-2.308908700942993164e+00,1.677587985992431641e+00,9.800044555664062500e+02
-1.664564728736877441e+00,5.818102359771728516e+00,9.803439331054687500e+02
-1.608900308609008789e+00,9.398320198059082031e+00,9.810416870117187500e+02
-2.287254571914672852e+00,1.187495708465576172e+01,9.820192871093750000e+02
-3.634797334671020508e+00,1.296414470672607422e+01,9.831581420898437500e+02
-5.439668655395507812e+00,1.272020244598388672e+01,9.843292236328125000e+02
-7.414910793304443359e+00,1.153137302398681641e+01,9.854237670898437500e+02
-9.289993286132812500e+00,1.000795936584472656e+01,9.863821411132812500e+02
-1.087854385375976562e+01,8.748282432556152344e+00,9.872044677734375000e+02
-1.209113502502441406e+01,8.109421730041503906e+00,9.879376831054687500e+02
-1.291074943542480469e+01,8.120446205139160156e+00,9.886453247070312500e+02
-1.335348224639892578e+01,8.584111213684082031e+00,9.893792724609375000e+02
-1.347005558013916016e+01,9.203498840332031250e+00,9.901677856445312500e+02
-1.334397983551025391e+01,9.696122169494628906e+00,9.910098876953125000e+02
-1.305000114440917969e+01,9.901108741760253906e+00,9.918837280273437500e+02
-1.266106700897216797e+01,9.785296440124511719e+00,9.927599487304687500e+02
-1.221719646453857422e+01,9.413159370422363281e+00,9.936110229492187500e+02
-1.172322273254394531e+01,8.900008201599121094e+00,9.944191894531250000e+02
-1.116661739349365234e+01,8.324944496154785156e+00,9.951774291992187500e+02
-1.052256202697753906e+01,7.703856945037841797e+00,9.958820190429687500e+02
-9.790069580078125000e+00,7.025175094604492188e+00,9.965288085937500000e+02
-8.972643852233886719e+00,6.263249397277832031e+00,9.971121215820312500e+02
-8.080063819885253906e+00,5.382743358612060547e+00,9.976234130859375000e+02
-7.141082763671875000e+00,4.346929073333740234e+00,9.980509643554687500e+02
-6.176229000091552734e+00,3.133098840713500977e+00,9.983800048828125000e+02
-5.219235420227050781e+00,1.759823203086853027e+00,9.985950927734375000e+02
-4.287892818450927734e+00,2.852945923805236816e-01,9.986849365234375000e+02
-3.389917850494384766e+00,-1.212682366371154785e+00,9.986444091796875000e+02
-2.523892641067504883e+00,-2.613322019577026367e+00,9.984758300781250000e+02
-1.693031668663024902e+00,-3.785658836364746094e+00,9.981949462890625000e+02
-9.280781745910644531e-01,-4.615413665771484375e+00,9.978264770507812500e+02
-2.537091374397277832e-01,-5.006550788879394531e+00,9.974054565429687500e+02
2.795858383178710938e-01,-4.915901660919189453e+00,9.969725341796875000e+02
6.300078034400939941e-01,-4.378734111785888672e+00,9.965694580078125000e+02
7.212042808532714844e-01,-3.497317075729370117e+00,9.962301635742187500e+02
4.463809430599212646e-01,-2.389514923095703125e+00,9.959783935546875000e+02
-3.061005175113677979e-01,-1.173870086669921875e+00,9.958276367187500000e+02
-1.531419396400451660e+00,4.487007856369018555e-02,9.957813110351562500e+02
-3.054331541061401367e+00,1.197863221168518066e+00,9.958351440429687500e+02
-4.588509559631347656e+00,2.265594959259033203e+00,9.959810180664062500e+02
-5.877774715423583984e+00,3.311941862106323242e+00,9.962114868164062500e+02
-6.804167747497558594e+00,4.481687545776367188e+00,9.965291137695312500e+02
-7.380434513092041016e+00,5.871340751647949219e+00,9.969503173828125000e+02
-7.657775402069091797e+00,7.400264739990234375e+00,9.974932250976562500e+02
