idx1,idx2,Lat,Lon,Label,Name
105,21,57.15,-32.15,14,other_sea
106,21,56.88,-32.94,14,other_sea
107,21,56.6,-33.71,14,other_sea
108,21,56.31,-34.47,14,other_sea
109,21,56.02,-35.22,14,other_sea
110,21,55.72,-35.96,14,other_sea
111,21,55.42,-36.68,14,other_sea
112,21,55.12,-37.38,14,other_sea
113,21,54.81,-38.08,14,other_sea
114,21,54.5,-38.76,14,other_sea
115,21,54.18,-39.43,14,other_sea
116,21,53.86,-40.09,14,other_sea
117,21,53.53,-40.73,14,other_sea
118,21,53.2,-41.36,14,other_sea
119,21,52.87,-41.98,14,other_sea
120,21,52.53,-42.59,14,other_sea
121,21,52.19,-43.19,14,other_sea
122,21,51.85,-43.77,14,other_sea
123,21,51.51,-44.34,14,other_sea
124,21,51.16,-44.91,14,other_sea
125,21,50.81,-45.46,14,other_sea
126,21,50.46,-46.0,14,other_sea
127,21,50.1,-46.53,14,other_sea
128,21,49.74,-47.05,14,other_sea
129,21,49.38,-47.56,14,other_sea
130,21,49.02,-48.06,14,other_sea
131,21,48.66,-48.55,14,other_sea
132,21,48.29,-49.04,14,other_sea
133,21,47.92,-49.51,14,other_sea
134,21,47.55,-49.97,14,other_sea
135,21,47.18,-50.43,14,other_sea
136,21,46.81,-50.87,14,other_sea
137,21,46.44,-51.31,14,other_sea
138,21,46.06,-51.74,14,other_sea
139,21,45.68,-52.16,14,other_sea
140,21,45.31,-52.58,14,other_sea
141,21,44.93,-52.99,14,other_sea
142,21,44.55,-53.38,14,other_sea
143,21,44.17,-53.78,14,other_sea
144,21,43.78,-54.16,14,other_sea
145,21,43.4,-54.54,14,other_sea
1,22,43.99,54.75,15,other_land
2,22,44.38,54.37,15,other_land
3,22,44.76,53.98,15,other_land
4,22,45.15,53.59,15,other_land
5,22,45.53,53.19,15,other_land
6,22,45.91,52.78,14,other_sea
7,22,46.29,52.36,14,other_sea
8,22,46.67,51.93,14,other_sea
9,22,47.05,51.5,15,other_land
10,22,47.43,51.05,15,other_land
11,22,47.8,50.6,15,other_land
12,22,48.17,50.14,15,other_land
13,22,48.55,49.67,15,other_land
14,22,48.92,49.19,15,other_land
15,22,49.28,48.7,15,other_land
16,22,49.65,48.2,15,other_land
17,22,50.01,47.7,15,other_land
18,22,50.38,47.18,15,other_land
19,22,50.74,46.65,15,other_land
20,22,51.09,46.11,15,other_land
21,22,51.45,45.56,15,other_land
22,22,51.8,45.0,15,other_land
23,22,52.15,44.43,15,other_land
24,22,52.5,43.84,15,other_land
25,22,52.84,43.25,15,other_land
26,22,53.18,42.64,15,other_land
27,22,53.52,42.02,15,other_land
28,22,53.85,41.39,15,other_land
29,22,54.19,40.75,15,other_land
30,22,54.51,40.09,15,other_land
31,22,54.83,39.42,15,other_land
32,22,55.15,38.74,15,other_land
33,22,55.47,38.04,15,other_land
34,22,55.78,37.34,15,other_land
35,22,56.08,36.61,15,other_land
36,22,56.38,35.88,15,other_land
37,22,56.68,35.12,15,other_land
38,22,56.97,34.36,15,other_land
39,22,57.26,33.58,15,other_land
40,22,57.54,32.79,15,other_land
41,22,57.81,31.98,15,other_land
42,22,58.08,31.16,15,other_land
43,22,58.34,30.32,15,other_land
44,22,58.6,29.47,15,other_land
45,22,58.85,28.6,15,other_land
46,22,59.09,27.72,15,other_land
47,22,59.33,26.83,15,other_land
48,22,59.56,25.92,15,other_land
49,22,59.78,25.0,14,other_sea
50,22,60.0,24.06,14,other_sea
51,22,60.2,23.11,15,other_land
52,22,60.4,22.14,14,other_sea
53,22,60.59,21.16,14,other_sea
54,22,60.78,20.17,14,other_sea
55,22,60.95,19.17,14,other_sea
56,22,61.12,18.15,14,other_sea
57,22,61.28,17.12,15,other_land
58,22,61.43,16.08,15,other_land
59,22,61.57,15.03,15,other_land
60,22,61.7,13.97,15,other_land
61,22,61.82,12.9,15,other_land
62,22,61.93,11.82,15,other_land
63,22,62.03,10.73,15,other_land
64,22,62.12,9.63,15,other_land
65,22,62.21,8.53,15,other_land
66,22,62.28,7.42,15,other_land
67,22,62.34,6.3,15,other_land
68,22,62.39,5.18,14,other_sea
69,22,62.44,4.05,14,other_sea
70,22,62.47,2.92,14,other_sea
71,22,62.49,1.79,14,other_sea
72,22,62.5,0.66,14,other_sea
73,22,62.5,-0.47,14,other_sea
74,22,62.49,-1.6,14,other_sea
75,22,62.47,-2.74,14,other_sea
76,22,62.44,-3.86,14,other_sea
77,22,62.4,-4.99,14,other_sea
78,22,62.35,-6.11,14,other_sea
79,22,62.29,-7.23,14,other_sea
80,22,62.22,-8.34,14,other_sea
81,22,62.14,-9.45,14,other_sea
82,22,62.05,-10.55,14,other_sea
83,22,61.95,-11.64,14,other_sea
84,22,61.84,-12.72,14,other_sea
85,22,61.72,-13.79,14,other_sea
86,22,61.59,-14.86,14,other_sea
87,22,61.45,-15.91,14,other_sea
88,22,61.3,-16.95,14,other_sea
89,22,61.15,-17.98,14,other_sea
90,22,60.98,-19.0,14,other_sea
91,22,60.81,-20.01,14,other_sea
92,22,60.63,-21.0,14,other_sea
93,22,60.44,-21.98,14,other_sea
94,22,60.24,-22.95,14,other_sea
95,22,60.03,-23.9,14,other_sea
96,22,59.82,-24.84,14,other_sea
97,22,59.6,-25.77,14,other_sea
98,22,59.37,-26.68,14,other_sea
99,22,59.13,-27.58,14,other_sea
100,22,58.89,-28.46,14,other_sea
101,22,58.64,-29.33,14,other_sea
102,22,58.39,-30.18,14,other_sea
103,22,58.12,-31.02,14,other_sea
104,22,57.86,-31.84,14,other_sea
105,22,57.58,-32.65,14,other_sea
106,22,57.3,-33.45,14,other_sea
107,22,57.02,-34.23,14,other_sea
108,22,56.73,-35.0,14,other_sea
109,22,56.43,-35.75,14,other_sea
110,22,56.13,-36.49,14,other_sea
111,22,55.83,-37.22,14,other_sea
112,22,55.52,-37.93,14,other_sea
113,22,55.21,-38.63,14,other_sea
114,22,54.89,-39.31,14,other_sea
115,22,54.57,-39.98,14,other_sea
116,22,54.24,-40.64,14,other_sea
117,22,53.91,-41.29,14,other_sea
118,22,53.58,-41.92,14,other_sea
119,22,53.24,-42.54,14,other_sea
120,22,52.9,-43.15,14,other_sea
121,22,52.56,-43.75,14,other_sea
122,22,52.21,-44.33,14,other_sea
123,22,51.86,-44.91,14,other_sea
124,22,51.51,-45.47,14,other_sea
125,22,51.15,-46.02,14,other_sea
126,22,50.8,-46.56,14,other_sea
127,22,50.44,-47.09,14,other_sea
128,22,50.08,-47.61,14,other_sea
129,22,49.71,-48.12,14,other_sea
130,22,49.35,-48.62,14,other_sea
131,22,48.98,-49.11,14,other_sea
132,22,48.61,-49.59,14,other_sea
133,22,48.24,-50.06,14,other_sea
134,22,47.86,-50.52,14,other_sea
135,22,47.49,-50.98,14,other_sea
136,22,47.11,-51.42,14,other_sea
137,22,46.73,-51.86,14,other_sea
138,22,46.35,-52.29,14,other_sea
139,22,45.97,-52.71,14,other_sea
140,22,45.59,-53.12,14,other_sea
141,22,45.21,-53.52,14,other_sea
142,22,44.83,-53.92,14,other_sea
143,22,44.44,-54.31,14,other_sea
144,22,44.06,-54.69,14,other_sea
145,22,43.67,-55.07,14,other_sea
1,23,44.27,55.29,15,other_land
2,23,44.65,54.91,15,other_land
3,23,45.04,54.53,15,other_land
4,23,45.43,54.13,15,other_land
5,23,45.81,53.73,15,other_land
6,23,46.2,53.33,15,other_land
7,23,46.58,52.91,14,other_sea
8,23,46.97,52.49,14,other_sea
9,23,47.35,52.05,15,other_land
10,23,47.73,51.61,15,other_land
11,23,48.11,51.16,15,other_land
12,23,48.48,50.7,15,other_land
13,23,48.86,50.23,15,other_land
14,23,49.23,49.76,15,other_land
15,23,49.61,49.27,15,other_land
16,23,49.98,48.77,15,other_land
17,23,50.34,48.27,15,other_land
18,23,50.71,47.75,15,other_land
19,23,51.07,47.22,15,other_land
20,23,51.44,46.68,15,other_land
21,23,51.8,46.13,15,other_land
22,23,52.15,45.57,15,other_land
23,23,52.51,45.0,15,other_land
24,23,52.86,44.42,15,other_land
25,23,53.21,43.82,15,other_land
26,23,53.55,43.21,15,other_land
27,23,53.89,42.59,15,other_land
28,23,54.23,41.96,15,other_land
29,23,54.57,41.32,15,other_land
30,23,54.9,40.66,15,other_land
31,23,55.22,39.99,15,other_land
32,23,55.55,39.3,15,other_land
33,23,55.87,38.6,15,other_land
34,23,56.18,37.89,15,other_land
35,23,56.49,37.16,15,other_land
36,23,56.8,36.42,15,other_land
37,23,57.1,35.67,15,other_land
38,23,57.39,34.89,15,other_land
39,23,57.68,34.11,15,other_land
40,23,57.97,33.31,15,other_land
41,23,58.25,32.5,15,other_land
42,23,58.52,31.67,15,other_land
43,23,58.79,30.82,15,other_land
44,23,59.05,29.96,15,other_land
45,23,59.3,29.09,15,other_land
46,23,59.55,28.2,15,other_land
47,23,59.79,27.29,14,other_sea
48,23,60.02,26.37,14,other_sea
49,23,60.25,25.44,14,other_sea
50,23,60.47,24.49,15,other_land
51,23,60.68,23.52,15,other_land
52,23,60.88,22.54,15,other_land
53,23,61.08,21.55,15,other_land
54,23,61.27,20.55,14,other_sea
55,23,61.44,19.53,14,other_sea
56,23,61.61,18.49,14,other_sea
57,23,61.78,17.45,14,other_sea
58,23,61.93,16.39,15,other_land
59,23,62.07,15.32,15,other_land
60,23,62.2,14.24,15,other_land
61,23,62.33,13.15,15,other_land
62,23,62.44,12.05,15,other_land
63,23,62.55,10.94,15,other_land
64,23,62.64,9.82,15,other_land
65,23,62.72,8.7,15,other_land
66,23,62.8,7.56,15,other_land
67,23,62.86,6.42,14,other_sea
68,23,62.92,5.28,14,other_sea
69,23,62.96,4.13,14,other_sea
70,23,62.99,2.98,14,other_sea
71,23,63.01,1.83,14,other_sea
72,23,63.03,0.67,14,other_sea
73,23,63.03,-0.48,14,other_sea
74,23,63.02,-1.64,14,other_sea
75,23,63.0,-2.79,14,other_sea
76,23,62.97,-3.94,14,other_sea
77,23,62.92,-5.09,14,other_sea
78,23,62.87,-6.23,14,other_sea
79,23,62.81,-7.37,14,other_sea
80,23,62.74,-8.51,14,other_sea
81,23,62.65,-9.63,14,other_sea
82,23,62.56,-10.75,14,other_sea
83,23,62.46,-11.86,14,other_sea
84,23,62.35,-12.97,14,other_sea
85,23,62.22,-14.06,14,other_sea
86,23,62.09,-15.14,14,other_sea
87,23,61.95,-16.21,14,other_sea
88,23,61.8,-17.27,14,other_sea
89,23,61.64,-18.32,14,other_sea
90,23,61.47,-19.35,14,other_sea
91,23,61.3,-20.38,14,other_sea
92,23,61.11,-21.39,14,other_sea
93,23,60.92,-22.38,14,other_sea
94,23,60.71,-23.36,14,other_sea
95,23,60.5,-24.33,14,other_sea
96,23,60.29,-25.28,14,other_sea
97,23,60.06,-26.22,14,other_sea
98,23,59.83,-27.14,14,other_sea
99,23,59.59,-28.05,14,other_sea
100,23,59.34,-28.94,14,other_sea
101,23,59.09,-29.82,14,other_sea
102,23,58.83,-30.68,14,other_sea
103,23,58.56,-31.53,14,other_sea
104,23,58.29,-32.36,14,other_sea
105,23,58.01,-33.18,14,other_sea
106,23,57.73,-33.98,14,other_sea
107,23,57.44,-34.77,14,other_sea
108,23,57.15,-35.54,14,other_sea
109,23,56.85,-36.3,14,other_sea
110,23,56.54,-37.04,14,other_sea
111,23,56.23,-37.77,14,other_sea
112,23,55.92,-38.48,14,other_sea
113,23,55.6,-39.18,14,other_sea
114,23,55.28,-39.87,14,other_sea
115,23,54.95,-40.55,14,other_sea
116,23,54.62,-41.21,14,other_sea
117,23,54.29,-41.85,14,other_sea
118,23,53.95,-42.49,14,other_sea
119,23,53.61,-43.11,14,other_sea
120,23,53.26,-43.72,14,other_sea
121,23,52.92,-44.32,14,other_sea
122,23,52.56,-44.9,14,other_sea
123,23,52.21,-45.48,14,other_sea
124,23,51.86,-46.04,14,other_sea
125,23,51.5,-46.59,14,other_sea
126,23,51.13,-47.13,14,other_sea
127,23,50.77,-47.66,14,other_sea
128,23,50.41,-48.18,14,other_sea
129,23,50.04,-48.69,14,other_sea
130,23,49.67,-49.19,14,other_sea
131,23,49.3,-49.68,14,other_sea
132,23,48.92,-50.15,14,other_sea
133,23,48.55,-50.62,14,other_sea
134,23,48.17,-51.09,14,other_sea
135,23,47.79,-51.54,14,other_sea
136,23,47.41,-51.98,14,other_sea
137,23,47.03,-52.41,14,other_sea
138,23,46.65,-52.84,14,other_sea
139,23,46.26,-53.26,14,other_sea
140,23,45.88,-53.67,14,other_sea
141,23,45.49,-54.07,14,other_sea
142,23,45.11,-54.46,14,other_sea
143,23,44.72,-54.85,14,other_sea
144,23,44.33,-55.23,14,other_sea
145,23,43.94,-55.6,14,other_sea
1,24,44.53,55.84,15,other_land
2,24,44.93,55.46,15,other_land
3,24,45.32,55.08,15,other_land
4,24,45.71,54.69,15,other_land
5,24,46.1,54.29,15,other_land
6,24,46.48,53.88,15,other_land
7,24,46.87,53.47,15,other_land
8,24,47.26,53.05,15,other_land
9,24,47.64,52.62,15,other_land
10,24,48.03,52.18,15,other_land
11,24,48.41,51.73,15,other_land
12,24,48.79,51.27,15,other_land
13,24,49.17,50.81,15,other_land
14,24,49.55,50.33,15,other_land
15,24,49.92,49.85,15,other_land
16,24,50.3,49.35,15,other_land
17,24,50.67,48.84,15,other_land
18,24,51.04,48.33,15,other_land
19,24,51.41,47.8,15,other_land
20,24,51.77,47.26,15,other_land
21,24,52.14,46.72,15,other_land
22,24,52.5,46.16,15,other_land
23,24,52.86,45.58,15,other_land
24,24,53.21,45.0,15,other_land
25,24,53.57,44.4,15,other_land
26,24,53.91,43.8,15,other_land
27,24,54.26,43.18,15,other_land
28,24,54.6,42.54,15,other_land
29,24,54.94,41.89,15,other_land
30,24,55.28,41.23,15,other_land
31,24,55.61,40.56,15,other_land
32,24,55.94,39.87,15,other_land
33,24,56.26,39.17,15,other_land
34,24,56.58,38.46,15,other_land
35,24,56.9,37.72,15,other_land
36,24,57.21,36.98,15,other_land
37,24,57.51,36.22,15,other_land
38,24,57.81,35.44,15,other_land
39,24,58.1,34.65,15,other_land
40,24,58.39,33.85,15,other_land
41,24,58.68,33.03,15,other_land
42,24,58.96,32.19,15,other_land
43,24,59.23,31.34,15,other_land
44,24,59.49,30.47,15,other_land
45,24,59.75,29.59,15,other_land
46,24,60.0,28.69,14,other_sea
47,24,60.25,27.77,14,other_sea
48,24,60.49,26.84,15,other_land
49,24,60.72,25.89,15,other_land
50,24,60.94,24.93,15,other_land
51,24,61.16,23.95,15,other_land
52,24,61.36,22.96,15,other_land
53,24,61.56,21.95,15,other_land
54,24,61.75,20.93,14,other_sea
55,24,61.94,19.9,14,other_sea
56,24,62.11,18.85,14,other_sea
57,24,62.27,17.78,14,other_sea
58,24,62.43,16.71,15,other_land
59,24,62.57,15.62,15,other_land
60,24,62.71,14.52,15,other_land
61,24,62.84,13.41,15,other_land
62,24,62.95,12.29,15,other_land
63,24,63.06,11.16,15,other_land
64,24,63.16,10.02,15,other_land
65,24,63.24,8.87,15,other_land
66,24,63.32,7.72,14,other_sea
67,24,63.38,6.56,14,other_sea
68,24,63.44,5.39,14,other_sea
69,24,63.48,4.22,14,other_sea
70,24,63.52,3.04,14,other_sea
71,24,63.54,1.87,14,other_sea
72,24,63.55,0.69,14,other_sea
73,24,63.55,-0.49,14,other_sea
74,24,63.54,-1.67,14,other_sea
75,24,63.52,-2.85,14,other_sea
76,24,63.49,-4.02,14,other_sea
77,24,63.45,-5.19,14,other_sea
78,24,63.39,-6.36,14,other_sea
79,24,63.33,-7.52,14,other_sea
80,24,63.26,-8.68,14,other_sea
81,24,63.17,-9.83,14,other_sea
82,24,63.08,-10.97,14,other_sea
83,24,62.97,-12.1,14,other_sea
84,24,62.86,-13.22,14,other_sea
85,24,62.73,-14.34,14,other_sea
86,24,62.6,-15.44,14,other_sea
87,24,62.45,-16.53,14,other_sea
88,24,62.3,-17.61,14,other_sea
89,24,62.14,-18.67,14,other_sea
90,24,61.97,-19.72,14,other_sea
91,24,61.78,-20.76,14,other_sea
92,24,61.59,-21.78,14,other_sea
93,24,61.4,-22.79,14,other_sea
94,24,61.19,-23.79,14,other_sea
95,24,60.98,-24.77,14,other_sea
96,24,60.76,-25.73,14,other_sea
97,24,60.53,-26.68,14,other_sea
98,24,60.29,-27.62,14,other_sea
99,24,60.04,-28.53,14,other_sea
100,24,59.79,-29.44,14,other_sea
101,24,59.54,-30.32,14,other_sea
102,24,59.27,-31.19,14,other_sea
103,24,59.0,-32.05,14,other_sea
104,24,58.72,-32.89,14,other_sea
105,24,58.44,-33.71,14,other_sea
106,24,58.15,-34.52,14,other_sea
107,24,57.86,-35.31,14,other_sea
108,24,57.56,-36.09,14,other_sea
109,24,57.26,-36.85,14,other_sea
110,24,56.95,-37.6,14,other_sea
111,24,56.63,-38.33,14,other_sea
112,24,56.31,-39.05,14,other_sea
113,24,55.99,-39.76,14,other_sea
114,24,55.66,-40.45,14,other_sea
115,24,55.33,-41.12,14,other_sea
116,24,55.0,-41.79,14,other_sea
117,24,54.66,-42.43,14,other_sea
118,24,54.32,-43.07,14,other_sea
119,24,53.97,-43.69,14,other_sea
120,24,53.62,-44.3,14,other_sea
121,24,53.27,-44.9,14,other_sea
122,24,52.92,-45.49,14,other_sea
123,24,52.56,-46.06,14,other_sea
124,24,52.2,-46.62,14,other_sea
125,24,51.84,-47.17,14,other_sea
126,24,51.47,-47.71,14,other_sea
127,24,51.1,-48.24,14,other_sea
128,24,50.73,-48.76,14,other_sea
129,24,50.36,-49.27,14,other_sea
130,24,49.99,-49.76,14,other_sea
131,24,49.61,-50.25,14,other_sea
132,24,49.23,-50.73,14,other_sea
133,24,48.85,-51.2,14,other_sea
134,24,48.47,-51.65,14,other_sea
135,24,48.09,-52.1,14,other_sea
136,24,47.71,-52.54,14,other_sea
137,24,47.32,-52.98,15,other_land
138,24,46.94,-53.4,15,other_land
139,24,46.55,-53.81,14,other_sea
140,24,46.16,-54.22,14,other_sea
141,24,45.77,-54.62,14,other_sea
142,24,45.38,-55.01,14,other_sea
143,24,44.99,-55.4,14,other_sea
144,24,44.6,-55.77,14,other_sea
145,24,44.21,-56.14,14,other_sea
1,25,44.8,56.39,15,other_land
2,25,45.19,56.01,15,other_land
3,25,45.59,55.63,15,other_land
4,25,45.98,55.25,15,other_land
5,25,46.37,54.85,15,other_land
6,25,46.77,54.45,15,other_land
7,25,47.16,54.04,15,other_land
8,25,47.55,53.62,15,other_land
9,25,47.93,53.19,15,other_land
10,25,48.32,52.75,15,other_land
11,25,48.71,52.31,15,other_land
12,25,49.09,51.85,15,other_land
13,25,49.48,51.39,15,other_land
14,25,49.86,50.92,15,other_land
15,25,50.24,50.43,15,other_land
16,25,50.62,49.94,15,other_land
17,25,50.99,49.43,15,other_land
18,25,51.37,48.92,15,other_land
19,25,51.74,48.39,15,other_land
20,25,52.11,47.86,15,other_land
21,25,52.48,47.31,15,other_land
22,25,52.84,46.75,15,other_land
23,25,53.21,46.18,15,other_land
24,25,53.57,45.6,15,other_land
25,25,53.92,45.0,15,other_land
26,25,54.28,44.39,15,other_land
27,25,54.63,43.77,15,other_land
28,25,54.97,43.14,15,other_land
29,25,55.32,42.49,15,other_land
30,25,55.66,41.83,15,other_land
31,25,55.99,41.15,15,other_land
32,25,56.33,40.46,15,other_land
33,25,56.65,39.76,15,other_land
34,25,56.98,39.04,15,other_land
35,25,57.3,38.3,15,other_land
36,25,57.61,37.55,15,other_land
37,25,57.92,36.79,15,other_land
38,25,58.23,36.01,15,other_land
39,25,58.53,35.21,15,other_land
40,25,58.82,34.4,15,other_land
41,25,59.11,33.57,15,other_land
42,25,59.39,32.73,15,other_land
43,25,59.67,31.87,15,other_land
44,25,59.94,30.99,15,other_land
45,25,60.2,30.1,15,other_land
46,25,60.46,29.19,15,other_land
47,25,60.71,28.26,15,other_land
48,25,60.95,27.32,15,other_land
49,25,61.18,26.36,15,other_land
50,25,61.41,25.39,14,other_sea
51,25,61.63,24.4,15,other_land
52,25,61.84,23.39,15,other_land
53,25,62.05,22.37,15,other_land
54,25,62.24,21.33,14,other_sea
55,25,62.43,20.28,14,other_sea
56,25,62.6,19.21,14,other_sea
57,25,62.77,18.13,14,other_sea
58,25,62.93,17.04,15,other_land
59,25,63.08,15.93,15,other_land
60,25,63.22,14.81,15,other_land
61,25,63.35,13.68,15,other_land
62,25,63.47,12.54,15,other_land
63,25,63.58,11.39,15,other_land
64,25,63.67,10.23,15,other_land
65,25,63.76,9.06,14,other_sea
66,25,63.84,7.88,14,other_sea
67,25,63.91,6.69,14,other_sea
68,25,63.96,5.5,14,other_sea
69,25,64.01,4.31,14,other_sea
70,25,64.04,3.11,14,other_sea
71,25,64.06,1.91,14,other_sea
72,25,64.08,0.7,14,other_sea
73,25,64.08,-0.5,14,other_sea
74,25,64.07,-1.71,14,other_sea
75,25,64.05,-2.91,14,other_sea
76,25,64.01,-4.11,14,other_sea
77,25,63.97,-5.3,14,other_sea
78,25,63.92,-6.49,14,other_sea
79,25,63.85,-7.68,14,other_sea
80,25,63.78,-8.86,14,other_sea
81,25,63.69,-10.03,14,other_sea
82,25,63.59,-11.19,14,other_sea
83,25,63.49,-12.35,14,other_sea
84,25,63.37,-13.49,14,other_sea
85,25,63.24,-14.62,14,other_sea
86,25,63.1,-15.75,14,other_sea
87,25,62.96,-16.86,14,other_sea
88,25,62.8,-17.95,14,other_sea
89,25,62.63,-19.03,14,other_sea
90,25,62.46,-20.1,14,other_sea
91,25,62.27,-21.16,14,other_sea
92,25,62.08,-22.2,14,other_sea
93,25,61.88,-23.22,14,other_sea
94,25,61.67,-24.23,14,other_sea
95,25,61.45,-25.23,14,other_sea
96,25,61.22,-26.2,14,other_sea
97,25,60.99,-27.16,14,other_sea
98,25,60.75,-28.11,14,other_sea
99,25,60.5,-29.04,14,other_sea
100,25,60.24,-29.95,14,other_sea
101,25,59.98,-30.85,14,other_sea
102,25,59.71,-31.72,14,other_sea
103,25,59.44,-32.59,14,other_sea
104,25,59.16,-33.43,14,other_sea
105,25,58.87,-34.27,14,other_sea
106,25,58.58,-35.08,14,other_sea
107,25,58.28,-35.88,14,other_sea
108,25,57.97,-36.66,14,other_sea
109,25,57.66,-37.43,14,other_sea
110,25,57.35,-38.18,14,other_sea
111,25,57.03,-38.92,14,other_sea
112,25,56.71,-39.64,14,other_sea
113,25,56.38,-40.34,14,other_sea
114,25,56.05,-41.04,14,other_sea
115,25,55.71,-41.71,14,other_sea
116,25,55.37,-42.38,14,other_sea
117,25,55.03,-43.03,14,other_sea
118,25,54.68,-43.67,14,other_sea
119,25,54.33,-44.29,14,other_sea
120,25,53.98,-44.9,14,other_sea
121,25,53.62,-45.5,14,other_sea
122,25,53.27,-46.08,14,other_sea
123,25,52.9,-46.66,14,other_sea
124,25,52.54,-47.22,14,other_sea
125,25,52.17,-47.77,14,other_sea
126,25,51.8,-48.31,14,other_sea
127,25,51.43,-48.83,14,other_sea
128,25,51.06,-49.35,14,other_sea
129,25,50.68,-49.85,14,other_sea
130,25,50.3,-50.35,14,other_sea
131,25,49.92,-50.84,14,other_sea
132,25,49.54,-51.31,14,other_sea
133,25,49.16,-51.78,14,other_sea
134,25,48.77,-52.23,14,other_sea
135,25,48.39,-52.68,14,other_sea
136,25,48.0,-53.12,15,other_land
137,25,47.61,-53.55,14,other_sea
138,25,47.22,-53.97,15,other_land
139,25,46.83,-54.38,14,other_sea
140,25,46.44,-54.79,14,other_sea
141,25,46.05,-55.18,14,other_sea
142,25,45.65,-55.57,14,other_sea
143,25,45.26,-55.95,14,other_sea
144,25,44.86,-56.33,14,other_sea
145,25,44.47,-56.69,14,other_sea
1,26,45.06,56.95,15,other_land
2,26,45.46,56.58,15,other_land
3,26,45.85,56.2,15,other_land
4,26,46.25,55.81,15,other_land
5,26,46.65,55.42,15,other_land
6,26,47.04,55.02,15,other_land
7,26,47.44,54.61,15,other_land
8,26,47.83,54.2,15,other_land
9,26,48.22,53.77,15,other_land
10,26,48.61,53.34,15,other_land
11,26,49.0,52.9,15,other_land
12,26,49.39,52.44,15,other_land
13,26,49.78,51.98,15,other_land
14,26,50.17,51.51,15,other_land
15,26,50.55,51.03,15,other_land
16,26,50.93,50.54,15,other_land
17,26,51.31,50.03,15,other_land
18,26,51.69,49.52,15,other_land
19,26,52.07,49.0,15,other_land
20,26,52.44,48.46,15,other_land
21,26,52.81,47.92,15,other_land
22,26,53.18,47.36,15,other_land
23,26,53.55,46.79,15,other_land
24,26,53.91,46.2,15,other_land
25,26,54.28,45.61,15,other_land
26,26,54.63,45.0,15,other_land
27,26,54.99,44.38,15,other_land
28,26,55.34,43.74,15,other_land
29,26,55.69,43.09,15,other_land
30,26,56.03,42.43,15,other_land
31,26,56.38,41.75,15,other_land
32,26,56.71,41.06,15,other_land
33,26,57.05,40.36,15,other_land
34,26,57.37,39.63,15,other_land
35,26,57.7,38.9,15,other_land
36,26,58.02,38.14,15,other_land
37,26,58.33,37.37,15,other_land
38,26,58.64,36.59,15,other_land
39,26,58.95,35.79,15,other_land
40,26,59.24,34.97,15,other_land
41,26,59.54,34.14,15,other_land
42,26,59.82,33.29,15,other_land
43,26,60.11,32.42,15,other_land
44,26,60.38,31.53,14,other_sea
45,26,60.65,30.63,14,other_sea
46,26,60.91,29.71,15,other_land
47,26,61.16,28.78,15,other_land
48,26,61.41,27.82,14,other_sea
49,26,61.65,26.85,15,other_land
50,26,61.88,25.86,15,other_land
51,26,62.11,24.86,15,other_land
52,26,62.32,23.84,15,other_land
53,26,62.53,22.8,15,other_land
54,26,62.73,21.75,15,other_land
55,26,62.92,20.68,14,other_sea
56,26,63.1,19.6,14,other_sea
57,26,63.27,18.5,15,other_land
58,26,63.43,17.38,15,other_land
59,26,63.58,16.26,15,other_land
60,26,63.73,15.12,15,other_land
61,26,63.86,13.96,15,other_land
62,26,63.98,12.8,15,other_land
63,26,64.09,11.62,15,other_land
64,26,64.19,10.44,15,other_land
65,26,64.28,9.25,14,other_sea
66,26,64.36,8.04,14,other_sea
67,26,64.43,6.83,14,other_sea
68,26,64.49,5.62,14,other_sea
69,26,64.53,4.4,14,other_sea
70,26,64.57,3.17,14,other_sea
71,26,64.59,1.95,14,other_sea
72,26,64.6,0.72,14,other_sea
73,26,64.61,-0.51,14,other_sea
74,26,64.59,-1.74,14,other_sea
75,26,64.57,-2.97,14,other_sea
76,26,64.54,-4.19,14,other_sea
77,26,64.5,-5.42,14,other_sea
78,26,64.44,-6.63,14,other_sea
79,26,64.37,-7.84,14,other_sea
80,26,64.3,-9.05,14,other_sea
81,26,64.21,-10.24,14,other_sea
82,26,64.11,-11.43,14,other_sea
83,26,64.0,-12.6,14,other_sea
84,26,63.88,-13.77,14,other_sea
85,26,63.75,-14.93,14,other_sea
86,26,63.61,-16.07,14,other_sea
87,26,63.46,-17.2,14,other_sea
88,26,63.3,-18.31,14,other_sea
89,26,63.13,-19.41,14,other_sea
90,26,62.95,-20.5,14,other_sea
91,26,62.76,-21.57,14,other_sea
92,26,62.56,-22.63,14,other_sea
93,26,62.36,-23.67,14,other_sea
94,26,62.14,-24.69,14,other_sea
95,26,61.92,-25.7,14,other_sea
96,26,61.69,-26.69,14,other_sea
97,26,61.45,-27.66,14,other_sea
98,26,61.21,-28.62,14,other_sea
99,26,60.95,-29.56,14,other_sea
100,26,60.69,-30.48,14,other_sea
101,26,60.43,-31.38,14,other_sea
102,26,60.15,-32.27,14,other_sea
103,26,59.87,-33.14,14,other_sea
104,26,59.59,-34.0,14,other_sea
105,26,59.29,-34.83,14,other_sea
106,26,59.0,-35.65,14,other_sea
107,26,58.69,-36.46,14,other_sea
108,26,58.38,-37.25,14,other_sea
109,26,58.07,-38.02,14,other_sea
110,26,57.75,-38.77,14,other_sea
